otu name	Taxonomy	Percent Homology	evalue	bitscore	homology extract gibbsfree_otu/gibbsfree_homolog	total length gibbsfree_otu/otu_lenth/gibbsfree_homolog/homolog_length	1-CA2a	1-CH2a	1-Ea	1-PA2a	1-PH1a	2-CA2a	2-CH1b	2-Ea	2-PA1b	2-PH2a	3-CA1b	3-CH2a	3-Eb	3-PA1a	3-PH1b	4-CA1a	4-CH1a	4-Ea	4-PA2a	4-PH1b	blank-060823STillcus515F	mock-060823STillcus515F	
Zotu339	ay288080.1 xanthomonas vesicatoria str. cnph345  ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__xanthomonadales;f__xanthomonadaceae;g__xanthomonas;s__xanthomonas vesicatoria;superkingdom__bacteria	100	1.22023e-126	457.539			0	1	0	0	0	0	0	10	0	0	1	4	1	0	0	1	0	0	0	0	0	0
Zotu340	marinobacterium jannaschii  ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__oceanospirillales;f__oceanospirillaceae;g__marinobacterium;s__marinobacterium jannaschii; superkingdom__bacteria;	98.8142292490119	2.68774e-122	443.112			0	0	0	0	9	0	0	0	0	1	0	0	0	9	0	0	2	0	0	0	0	0
Zotu341	cp001616.1 tolumonas auensis str. dsm 9187  ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__aeromonadales;f__aeromonadaceae;g__tolumonas;s__tolumonas auensis;superkingdom__bacteria	92.8853754940711	3.27723e-102	376.387			0	0	0	0	31	0	0	0	2	7	0	0	0	0	36	0	0	0	0	12	0	0
Zotu342	fj907186.1 bacillus subtilis 3  ;k__bacteria;p__firmicutes;c__bacilli;o__bacillales;f__bacillaceae;g__bacillus;s__bacillus subtilis;superkingdom__bacteria	98.4189723320158	3.27433e-121	439.505			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38
Zotu343	af373921.1 spirochaeta americana str. aspg1 atcc baa_392 dsm 14872  ;k__bacteria;p__spirochaetes;c__spirochaetia;o__spirochaetales;f__spirochaetaceae;g__spirochaeta;s__spirochaeta americana;superkingdom__bacteria	95.2569169960474	2.35768e-110	403.438			0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu344	ab060135.1 pseudomonas straminea str. iam 1587  ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__pseudomonadales;f__pseudomonadaceae;g__pseudomonas;s__pseudomonas straminea;superkingdom__bacteria;species group  pseudomonas aeruginosa group	97.2332015810277	7.2122e-117	425.98			0	0	0	5	0	0	0	2	0	0	1	0	0	0	0	4	0	12	2	0	0	0
Zotu345	aj966882.1 prosthecobacter debontii str. dsm 14044  ;k__bacteria;p__verrucomicrobia;c__verrucomicrobiae;o__verrucomicrobiales;f__verrucomicrobiaceae;g__prosthecobacter;s__prosthecobacter debontii;superkingdom__bacteria;superphylum__chlamydiae/verrucomicrobia group	79.0983606557377	2.87986e-52	211.379			0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu346	ay236502.1 serratia fonticola utad54   ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__enterobacterales;f__yersiniaceae;g__serratia;s__serratia fonticola; superkingdom__bacteria;	99.604743083004	5.18855e-125	453.03			0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu347	melittangium lichenicola  ;k__bacteria;p__proteobacteria;c__deltaproteobacteria;o__myxococcales;f__archangiaceae;g__melittangium;s__melittangium lichenicola; suborder__cystobacterineae;subphylum__delta/epsilon subdivisions;superkingdom__bacteria;	89.7233201581028	2.35976e-91	340.32			1	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu348	marinifilum fragile  ;k__bacteria;p__bacteroidetes;c__bacteroidia;o__marinilabiliales;f__marinifilaceae;g__marinifilum;s__marinifilum fragile; superkingdom__bacteria;	96.8379446640316	8.78625e-116	421.471			0	0	0	0	5	0	1	0	0	3	0	3	0	0	0	0	4	0	0	9	0	0
Zotu349	ay236502.1 serratia fonticola utad54   ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__enterobacterales;f__yersiniaceae;g__serratia;s__serratia fonticola; superkingdom__bacteria;	100	1.22023e-126	457.539			0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu350	eu371936.1 lewinella nigricans   ;k__bacteria;p__bacteroidetes;c__saprospiria;o__saprospirales;f__lewinellaceae;g__lewinella;s__lewinella nigricans; superkingdom__bacteria;	91.699604743083	7.21857e-98	362.862			0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0
Zotu352	oceanobacter kriegii ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__oceanospirillales;f__oceanospirillaceae;g__oceanobacter;s__oceanobacter kriegii;superkingdom__bacteria	100	1.22023e-126	457.539			0	0	0	10	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Zotu353	af407690.1 great artesian basin clone r35   ;k__bacteria;p__firmicutes;c__clostridia;o__eubacteriales;f__clostridiaceae;g__alkaliphilus;s__alkaliphilus transvaalensis;superkingdom__bacteria;	95.6349206349206	6.72444e-111	406.143			0	0	0	0	0	0	3	0	13	0	2	0	0	0	0	0	0	0	0	0	0	0
Zotu354	amphritea japonica ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__oceanospirillales;f__oceanospirillaceae;g__amphritea;s__amphritea japonica;superkingdom__bacteria	99.2094861660079	6.32095e-124	448.522			0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	25	0	0	0	0	0
Zotu355	marinifilum fragile  ;k__bacteria;p__bacteroidetes;c__bacteroidia;o__marinilabiliales;f__marinifilaceae;g__marinifilum;s__marinifilum fragile; superkingdom__bacteria;	96.4426877470356	3.73601e-114	416.963			0	0	0	0	0	0	17	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0
Zotu356	cytophaga xylanolytica ;k__bacteria;p__bacteroidetes;c__cytophagia;o__cytophagales;f__cytophagaceae;g__cytophaga;s__cytophaga xylanolytica;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	94.0711462450593	5.19313e-106	389.912			0	0	0	0	5	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu357	ab288293.1 flexithrix dorotheae str. atcc 23163  ;k__bacteria;p__bacteroidetes;c__cytophagia;o__cytophagales;f__flammeovirgaceae;g__flexithrix;s__flexithrix dorotheae;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	86.9047619047619	4.86813e-81	306.957			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0
Zotu358	pseudoruegeria aquimaris  ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhodobacterales;f__roseobacteraceae;g__pseudoruegeria;s__pseudoruegeria aquimaris;superkingdom__bacteria;	98.0237154150198	1.39228e-119	434.997			3	6	3	0	1	4	0	0	2	0	9	2	0	6	0	2	13	0	0	1	0	0
Zotu359	am944520.1 nautella italica str. r_25532   ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhodobacterales;f__roseobacteraceae;g__nautella;s__nautella italica;superkingdom__bacteria;	98.0237154150198	1.39228e-119	434.997			0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	19	0	0	1	0	0
Zotu360	ay151394.1 novosphingobium subarcticum lh128  ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__sphingomonadales;f__sphingomonadaceae;g__novosphingobium;s__novosphingobium subarcticum;superkingdom__bacteria	100	1.22023e-126	457.539			2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0
Zotu361	ab435650.1 oceanobacter sp. str. 1o14  ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__oceanospirillales;f__oceanospirillaceae;g__oleibacter;s__oleibacter marinus;superkingdom__bacteria	99.604743083004	5.18855e-125	453.03			0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0
Zotu362	candidatus alysiosphaera europeae  ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhodospirillales;f__geminicoccaceae;g__candidatus alysiosphaera;s__candidatus alysiosphaera europeae; superkingdom__bacteria;	92.4901185770751	1.39351e-100	371.879			0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu363	eu371936.1 lewinella nigricans   ;k__bacteria;p__bacteroidetes;c__saprospiria;o__saprospirales;f__lewinellaceae;g__lewinella;s__lewinella nigricans; superkingdom__bacteria;	92.4901185770751	1.39351e-100	371.879			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0
Zotu364	litoricola marina ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__oceanospirillales;f__litoricolaceae;g__litoricola;s__litoricola marina;superkingdom__bacteria	99.604743083004	5.18855e-125	453.03			0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	24	0	0	0	0
Zotu365	bacillus alkalitelluris ;k__bacteria;p__firmicutes;c__bacilli;o__bacillales;f__bacillaceae;g__bacillus;s__bacillus alkalitelluris;superkingdom__bacteria	97.6284584980237	1.69615e-118	430.488			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69
Zotu366	candidatus odyssella thessalonicensis  ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__holosporales;f__candidatus paracaedibacteraceae;g__candidatus odyssella;s__candidatus odyssella thessalonicensis; superkingdom__bacteria;	86.6666666666667	5.9306e-80	302.449			0	5	0	0	0	1	0	0	0	0	1	6	0	2	0	0	0	0	0	0	0	0
Zotu367	blastopirellula marina  ;k__bacteria;p__planctomycetes;c__planctomycetia;o__pirellulales;f__pirellulaceae;g__blastopirellula;s__blastopirellula marina; superkingdom__bacteria;	94.4664031620553	1.22131e-107	394.421			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0
Zotu368	cohaesibacter marisflavi  ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__hyphomicrobiales;f__cohaesibacteraceae;g__cohaesibacter;s__cohaesibacter marisflavi;superkingdom__bacteria;	100	1.22023e-126	457.539			0	8	0	4	0	0	2	0	0	0	0	0	0	0	1	0	11	0	0	1	0	0
Zotu369	donghicola eburneus  ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhodobacterales;f__roseobacteraceae;g__donghicola;s__donghicola eburneus;superkingdom__bacteria;	100	1.22023e-126	457.539			0	0	0	7	1	0	1	4	3	0	0	0	0	0	0	0	7	0	0	0	0	0
Zotu370	gamma proteobacterium 2_9 ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__arenicellales;f__arenicellaceae;g__perspicuibacter;s__gamma proteobacterium;superkingdom__bacteria	94.0711462450593	5.19313e-106	389.912			0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu374	celeribacter neptunius  ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhodobacterales;f__roseobacteraceae;g__celeribacter;s__celeribacter neptunius;superkingdom__bacteria;	99.604743083004	5.18855e-125	453.03			1	12	0	1	0	6	0	0	1	0	1	2	0	0	0	2	2	0	0	0	0	0
Zotu375	marinobacterium rhizophilum  ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__oceanospirillales;f__oceanospirillaceae;g__marinobacterium;s__marinobacterium rhizophilum; superkingdom__bacteria;	99.2094861660079	6.32095e-124	448.522			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0
Zotu376	ef061429.1 alteromonas sp. njsx37  ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__alteromonadales;f__alteromonadaceae;g__alteromonas;s__alteromonas marina;superkingdom__bacteria	93.6254980079681	7.7073e-104	381.797			9	2	0	4	38	45	0	0	33	0	26	5	0	35	0	0	0	0	3	0	0	0
Zotu377	y16800.1 propionigenium maris str. ml_1  ;k__bacteria;p__fusobacteria;c__fusobacteriia;o__fusobacteriales;f__fusobacteriaceae;g__propionigenium;s__propionigenium maris;superkingdom__bacteria	97.1074380165289	6.72444e-111	406.143			0	0	0	0	0	0	183	0	0	13	0	0	0	0	332	0	0	0	0	260	0	0
Zotu378	am944520.1 nautella italica str. r_25532   ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhodobacterales;f__roseobacteraceae;g__nautella;s__nautella italica;superkingdom__bacteria;	98.0237154150198	1.39228e-119	434.997			2	5	0	1	0	4	0	0	0	0	3	0	0	1	0	0	4	0	1	0	0	0
Zotu379	flavobacteria bacterium pg2s01  ;k__bacteria;p__bacteroidetes;c__flavobacteriia;o__flavobacteriales;f__schleiferiaceae;g__phaeocystidibacter;s__flavobacteria bacterium;superkingdom__bacteria;	92.4901185770751	1.39351e-100	371.879			0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu380	nr_025799.1 marinobacter flavimaris str. sw_145 ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__pseudomonadales;f__marinobacteraceae;g__marinobacter;s__marinobacter flavimaris; superkingdom__bacteria;	93.6758893280632	6.32653e-105	385.404			0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	3	9	0	0	0	0	0
Zotu381	nr_027571.1 lentisphaera araneosa htcc2155 str. htcc2155 ;k__bacteria;p__lentisphaerae;c__lentisphaeria;o__lentisphaerales;f__lentisphaeraceae;g__lentisphaera;s__lentisphaera araneosa;superkingdom__bacteria;superphylum__chlamydiae/verrucomicrobia group	84.9802371541502	4.55944e-75	286.219			0	2	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0
Zotu382	neptuniibacter halophilus ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__oceanospirillales;f__oceanospirillaceae;g__neptuniibacter;s__neptuniibacter halophilus;superkingdom__bacteria	99.2094861660079	6.32095e-124	448.522			0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	31	0	0	0	0	0
Zotu383	hyphomonas jannaschiana  ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__hyphomonadales;f__hyphomonadaceae;g__hyphomonas;s__hyphomonas jannaschiana;superkingdom__bacteria;	95.2569169960474	2.35768e-110	403.438			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0
Zotu384	marinifilum fragile  ;k__bacteria;p__bacteroidetes;c__bacteroidia;o__marinilabiliales;f__marinifilaceae;g__marinifilum;s__marinifilum fragile; superkingdom__bacteria;	96.0474308300395	4.55139e-113	412.454			0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	9	0	0
Zotu385	pseudomonas argentinensis ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__pseudomonadales;f__pseudomonadaceae;g__pseudomonas;s__pseudomonas argentinensis;superkingdom__bacteria	97.6284584980237	1.69615e-118	430.488			0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	8	4	0	0	0
Zotu386	d88005.1 achromobacter subsp. xylosoxidans str. iam12684  ;k__bacteria;p__proteobacteria;c__betaproteobacteria;o__burkholderiales;f__alcaligenaceae;g__achromobacter;s__achromobacter xylosoxidans;superkingdom__bacteria	100	1.22023e-126	457.539			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0
Zotu387	marinobacterium jannaschii  ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__oceanospirillales;f__oceanospirillaceae;g__marinobacterium;s__marinobacterium jannaschii; superkingdom__bacteria;	96.0474308300395	4.55139e-113	413.356			0	0	0	0	8	3	0	0	1	0	5	1	0	6	0	0	1	0	0	0	0	0
Zotu388	fj404753.1 vibrio sp. str. dh51  ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__vibrionales;f__vibrionaceae;g__vibrio;s__vibrio rumoiensis;superkingdom__bacteria	98.0237154150198	1.39228e-119	434.997			0	0	0	0	3	0	0	0	0	2	0	0	0	0	1	0	0	0	0	12	0	0
Zotu389	ab548215.1 thalassospira sp. str. zumi 95   ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhodospirillales;f__thalassospiraceae;g__thalassospira;s__thalassospira xiamenensis;superkingdom__bacteria;	100	1.22023e-126	457.539			0	0	0	0	5	2	0	0	5	0	0	1	0	1	0	0	0	0	0	0	0	0
Zotu390	endozoicomonas montiporae  ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__oceanospirillales;f__endozoicomonadaceae;g__endozoicomonas;s__endozoicomonas montiporae; superkingdom__bacteria;	96.4426877470356	3.73601e-114	416.963			6	5	0	5	10	10	0	0	2	0	46	8	0	9	0	2	4	1	0	0	0	0
Zotu391	algicola bacteriolytica ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__alteromonadales;f__pseudoalteromonadaceae;g__algicola;s__algicola bacteriolytica;superkingdom__bacteria	100	1.22023e-126	457.539			0	6	0	0	1	4	0	3	7	0	2	5	0	0	0	2	0	0	0	0	0	0
Zotu392	fj644694.1 bacillus weihenstephanensis str. mx13  ;k__bacteria;p__firmicutes;c__bacilli;o__bacillales;f__bacillaceae;g__bacillus;s__bacillus weihenstephanensis;superkingdom__bacteria;species group  bacillus cereus group	100	1.22023e-126	457.539			3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0
Zotu393	bacteriovorax marinus sj  ;k__bacteria;p__proteobacteria;c__oligoflexia;o__bacteriovoracales;f__bacteriovoracaceae;g__bacteriovorax;s__bacteriovorax marinus; superkingdom__bacteria;	90.5138339920949	4.55541e-94	349.336			0	0	0	7	1	9	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
Zotu394	fj154804.1 streptococcus salivarius str. k12  ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__streptococcaceae;g__streptococcus;s__streptococcus salivarius;superkingdom__bacteria	100	4.23984e-126	455.735			0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	11	0	0	0	0	0	0
Zotu395	fulvivirga kasyanovii  ;k__bacteria;p__bacteroidetes;c__cytophagia;o__cytophagales;f__fulvivirgaceae;g__fulvivirga;s__fulvivirga kasyanovii;superkingdom__bacteria;	92.8853754940711	3.27723e-102	376.387			0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu396	eu800179.1 it's all ranking aquatic delaware bay nj clone 2c228183  ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__pelagibacterales;f__pelagibacteraceae;g__candidatus pelagibacter;s__candidatus pelagibacter ubique;superkingdom__bacteria	96.0474308300395	4.55139e-113	412.454			0	10	0	0	0	0	0	3	0	0	0	0	0	0	0	14	0	20	0	0	0	0
Zotu397	empedobacter brevis  ;k__bacteria;p__bacteroidetes;c__flavobacteriia;o__flavobacteriales;f__weeksellaceae;g__empedobacter;s__empedobacter brevis;superkingdom__bacteria;	86.5612648221344	1.69914e-80	304.252			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0
